route_id,number_of_stops,number_of_packages,total_planned_service_time_seconds,average_stop_latitude,average_stop_longitude,geographic_spread_km,average_package_volume_cm3,vehicle_capacity_cm3,route_score
RouteID_29b8a0f0-7b87-44a8-9af8-07858bc540ed,139,187,10977.900000000001,42.55257273381295,-71.49052026618706,1.7476719532035767,10760.238160427807,4247527.0,Medium
RouteID_e9de5a97-feb0-406f-8e5e-b2d46307f639,171,247,14089.899999999996,33.967695000000006,-118.25035751461988,1.224630954858611,10281.567882591093,3313071.0,High
RouteID_b9325966-394c-43b4-9d93-deccb1125569,159,243,15421.200000000006,33.97938171069182,-117.00861722641508,3.567299401516266,9513.48438271605,3313071.0,High
RouteID_5bf96cc3-6bb3-48cc-8cbf-8697f1424c45,170,214,12610.5,47.499672358823524,-122.36069648823528,0.9942630627897365,10913.166107476634,3313071.0,Medium
RouteID_dbd619f1-891a-4a52-a459-e8293307548a,199,290,15853.099999999995,47.866744160804025,-122.30800517085426,0.9504344544290007,10636.139362068965,3313071.0,High
RouteID_763de3b7-15c7-43de-af9d-9d5a3e43595e,136,290,22580.699999999997,34.15542011029412,-118.35676331617647,0.7374728490073525,10949.779486206897,3313071.0,High
RouteID_285e625d-bc90-4c58-aa34-b2ea3e5d7dbc,159,214,13466.999999999998,42.16556707547169,-88.26490857232704,1.9257236766519226,11386.71494859813,4247527.0,Medium
RouteID_655348b1-861c-476d-9816-611f68b6bf33,136,234,18972.40000000001,47.68993017647058,-122.30014853676472,0.5747601619372437,11921.768423076925,4247527.0,High
RouteID_96d031ae-6ad3-41ba-b40d-c33d5d977209,102,254,21731.900000000012,41.96988884313727,-87.70235450980392,0.4898950882202921,12034.19374409449,3313071.0,Medium
RouteID_366e024d-fbc2-4136-94b0-489dfd8ba957,93,228,19175.30000000001,30.25314041935484,-97.7588876451613,0.6520651674726441,9447.322609649122,4247527.0,High
RouteID_9de33f41-1a87-4158-96d4-87775df16053,169,279,18832.8,42.129590023668634,-87.82698668639054,0.886714035256303,9861.392301075268,4247527.0,Medium
RouteID_00e7fcc6-2f6d-4054-b9ca-e190fa4ecdce,166,231,12396.3,33.88510602409638,-117.77434252409638,0.8467601200634993,11275.924831168832,3313071.0,Medium
RouteID_f7d95bb5-dae9-4400-9a05-4ea10ec84a8e,149,206,13473.0,42.164742093959724,-70.8255356510067,2.325959096608186,16580.311660194173,4247527.0,High
RouteID_f6ff24e9-d303-429f-bc4e-46463d85365f,183,250,14089.999999999998,33.844376612021854,-117.5466685409836,0.9662572348500373,9578.662092,3313071.0,Medium
RouteID_5affbcef-7a2e-4d5f-a8a2-976115852193,164,233,15263.899999999992,33.891287213414635,-117.52869744512198,0.7887243399194178,10746.789725321889,3313071.0,Medium
RouteID_ace28dd4-da5e-4010-a71b-a6506b41019d,121,176,12282.99999999999,47.24590630578513,-122.54395149586777,1.0702616367723052,11350.75488068182,4247527.0,Medium
RouteID_3da7a128-1dd6-46bc-9446-b0210d1c63b4,101,251,13601.599999999997,34.10135141584159,-118.29665810891086,0.6363361851065383,10494.393988047808,3313071.0,High
RouteID_aef41fd5-7618-4f22-9a32-d5a2f3444ea0,141,199,13594.800000000003,34.14795526241135,-117.45379367375885,1.0658105094723958,10687.886100502512,3313071.0,High
RouteID_267c2f73-ca2e-408f-8709-a31ad15d1e02,147,207,15336.2,42.30448365986395,-71.4159330952381,1.8673769416945556,11892.793512077296,4247527.0,Medium
RouteID_d6708857-b718-489a-bce7-8ed2683b50f6,142,215,17191.4,34.10724999999999,-117.8202641830986,1.3350503287169337,9238.857172093023,3313071.0,Medium
RouteID_66df5461-03d8-4634-9ae2-30dca7692b21,142,224,12291.800000000007,42.34325151408451,-71.22722971830984,0.917876383624901,15016.612245535714,4247527.0,Medium
RouteID_db17c3df-45c8-40d6-883a-bf2759460a51,168,250,16340.300000000017,33.837977244047615,-117.80721243452379,1.2861869345609473,13101.877219999998,3313071.0,Medium
RouteID_d1390cd0-5f7c-4127-9ba9-448d9d1a4ead,164,277,19216.99999999999,41.986681560975605,-87.71273795121951,0.8401227161837101,10222.566483754514,3313071.0,High
RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,115,231,17499.399999999987,42.284040182608706,-71.67783915652173,1.914165808096229,12723.85056277056,3313071.0,Medium
RouteID_824514fd-2a77-46e8-bc46-7262cd9a0576,191,279,14057.399999999992,42.10304896335079,-87.98481689528796,1.4646084577725476,13500.181093189964,4247527.0,High
RouteID_3792abbe-67d1-4ea1-a128-3700b2aaf247,160,243,16931.999999999996,33.874340175,-118.11827534375,0.9206006919770854,9069.640596707819,3313071.0,High
RouteID_b9f2a7ea-a444-4903-9089-7ffef65bd799,160,225,16067.199999999997,41.901292624999996,-88.12731711875,1.63805565753082,11517.694475555556,4247527.0,High
RouteID_b6ca934d-3854-4d52-8178-5c6a97229595,161,270,15548.899999999987,47.724698298136644,-122.22401242857143,0.9029211231154322,12105.192477777777,3313071.0,Medium
RouteID_0021a2aa-780f-460d-b09a-f301709e2523,154,219,14729.700000000012,33.85229848051948,-117.77344328571431,1.1202924670103458,10944.9293652968,3313071.0,High
RouteID_cd69750e-42f3-450c-a0b1-448219c3a34e,155,228,15557.199999999999,33.89628909032258,-118.00617072258063,0.7958513861476398,8749.909785087719,3313071.0,Medium
RouteID_706d5e58-2b44-4fa3-823f-54ee97bd38c8,193,269,12967.599999999995,42.0093300984456,-88.10167003626944,1.2857784526966063,13040.919546468402,4247527.0,Medium
RouteID_a9089a2d-bb87-4449-8517-a0eb5477cd46,161,242,14382.300000000007,42.26677354658385,-71.64361083850932,1.9887778837616696,11605.967276859505,3313071.0,High
RouteID_06751fe1-263c-441a-b482-f7c5d8295c39,97,197,17129.800000000007,47.65914489690722,-122.32302865979382,0.3808069839329354,12915.833883248728,4247527.0,Medium
RouteID_28704a32-2025-49c6-8a0d-694dba171b5b,108,250,13162.900000000014,34.09360365740741,-118.28699887037037,0.5126393753915239,10223.99648,3313071.0,High
RouteID_7e3f308e-2acd-4b98-baa4-740b350ae8b0,112,207,18372.999999999993,33.78632091071428,-117.9124987142857,0.7201909672509277,10040.583710144927,3313071.0,Medium
RouteID_6a22aca7-1631-4be6-9577-50e3ce2b0dce,125,238,20725.00000000001,33.665754504,-117.99292080800001,0.6923368401721787,10124.200474789917,3313071.0,High
RouteID_5308438b-7afd-406c-afee-83f1e2aa6fe9,206,281,14847.89999999999,47.907007461165044,-122.19047819902914,0.9018322186136642,8634.389487544484,3313071.0,Medium
RouteID_14bbcc7e-805e-4cdf-9a4d-3ba47006fa1c,116,282,19061.500000000007,42.29141457758621,-71.02078546551725,0.947789277358238,11703.65510638298,3313071.0,Medium
RouteID_5358ee90-4175-4957-b7b3-53c228e555e4,150,247,15037.300000000001,34.05545308666667,-117.23721100000003,1.1305560838712196,9913.151858299594,3313071.0,High
RouteID_c3f06587-ff3d-4f1f-95d6-9af89798d028,184,254,11508.199999999997,33.72770580434783,-117.21043334782608,1.5256237844284533,8916.118003937008,3313071.0,High
RouteID_1ed090bd-c952-4c53-a1e7-2ec137403e30,148,194,14647.900000000003,47.17939677027028,-122.44641580405406,1.0795825978030398,11253.327371134023,4247527.0,Medium
RouteID_faca00e0-c2c4-4fa3-bdd2-18f66ab4f89e,158,279,16110.599999999999,41.97300974050633,-87.75375635443038,0.649881711368024,10455.386365591397,3313071.0,Medium
RouteID_a820bb17-2811-4556-ab25-355af756dede,174,278,15084.000000000005,47.449142344827585,-122.14970125287357,1.4431548522681115,11532.27698201439,3313071.0,High
RouteID_18b8f86a-3a1b-437d-91cd-565449f2b527,159,288,16330.499999999996,47.40804250314465,-122.20298085534591,1.0084507815889556,10892.562260416666,3313071.0,Medium
RouteID_b7aec80d-8bdc-43d5-8742-10904c78e726,149,236,17602.9,34.09427880536913,-117.61670338926176,1.0470719037701781,8221.353805084746,3313071.0,Medium
RouteID_2cf6ae7c-4fff-4582-a6b9-be83e652e506,145,229,16430.1,34.139096372413796,-117.86266668275863,0.9873837899504035,9681.035982532752,3313071.0,High
RouteID_2dbd6a59-3032-4641-9a4a-0c8c07a299f1,127,174,9824.199999999999,42.00578060629922,-71.13272792125986,2.579629231345446,13213.07122413793,4247527.0,High
RouteID_e25e5d52-4584-483e-9239-622fb87eae9c,160,216,14688.8,42.20908099375,-88.345757975,1.1283979764576757,12253.115023148146,4247527.0,Medium
RouteID_a4ea9513-8300-478d-becb-99b20a60e85a,172,278,18063.799999999992,42.333773494186055,-71.43595044186046,1.8593744189225143,11870.228061151081,4247527.0,Medium
RouteID_bcd682f8-5087-4b35-8d7e-98e23c2496ac,155,223,15373.00000000001,33.89219686451613,-117.52312626451612,0.9888946235557998,9563.947179372197,3313071.0,Medium
RouteID_38f093f0-6e67-4a13-b88a-7a44e8736062,159,224,13883.000000000004,42.30321168553459,-71.28716467295597,1.2721147090958618,11440.976982142854,4247527.0,Medium
RouteID_5b6fc875-52db-4555-a0fb-bfad00788996,166,265,13768.300000000003,42.343365457831325,-71.22047589156627,1.2592534313193975,10171.358449056605,4247527.0,Medium
RouteID_b5f53189-1a0d-4511-a4df-6c48c6e39009,136,251,14665.199999999997,30.522331823529413,-97.77029069852942,1.2675559030641192,12804.594215139443,4247527.0,High
RouteID_d06d0524-7d44-4c08-a8f8-425ebb689dc2,160,265,15498.89999999999,47.8895776625,-122.16373444999999,0.7443289138412992,12196.87181509434,3313071.0,High
RouteID_932b0774-9fc4-4091-bb59-bbe711a66574,179,257,13650.699999999999,42.26242753631285,-71.46714959776537,1.514601066622895,10784.238225680934,4247527.0,Medium
RouteID_48da8106-c758-4ff7-96d1-826bd6b90212,149,283,18490.199999999997,42.38238274496644,-71.18766022147649,0.6327975388997109,10727.02436042403,4247527.0,High
RouteID_b9df0b50-3d98-4515-bc04-f5df1cce05ce,140,213,16784.299999999996,42.253188928571426,-71.64736544285715,2.3110276107920673,14132.200553990608,3313071.0,Medium
RouteID_fa563800-0eab-4056-b159-93127c8ac4a3,124,185,14876.800000000012,42.39989722580645,-71.1863897016129,1.1286584440607226,13611.752513513513,4247527.0,High
RouteID_eccc1032-2a8c-4a2d-a791-40fe4b829b2e,165,237,10863.799999999996,42.257723084848486,-71.4754803090909,1.721132510806116,12677.224067510546,4247527.0,Medium
RouteID_4544f2d1-edc1-4ac9-8b0a-5118e844045a,89,202,20392.20000000001,47.67508237078652,-122.28998807865167,0.4577700892597222,13731.422643564356,4247527.0,High
RouteID_f4cb791a-b53e-464d-93f2-f812dcb1f1f9,185,271,17873.900000000005,41.76744883243243,-88.09638287567566,1.2097547133832283,9687.63103690037,3313071.0,Medium
RouteID_6b7ce85a-b117-4af2-b586-2390cdb49d9e,78,188,24621.999999999985,47.61147806410256,-122.30778593589741,0.4073866546874894,11677.041840425534,3313071.0,High
RouteID_8b114f81-bd37-4475-ad9f-c0ad2e38f1f7,161,276,15544.500000000007,47.723976447204976,-122.2298512484472,1.1419889054532304,11105.319615942028,3313071.0,High
RouteID_e68006d4-764f-43a0-ad3b-e4f73c5499d9,135,203,13720.399999999998,34.13565919259259,-117.85069657037036,0.7652165324499705,10694.146142857144,3313071.0,Medium
RouteID_822eb0f5-ce0d-4e66-9bf9-785e3ce9ca0a,133,231,10866.700000000003,47.5098252631579,-122.06723413533834,2.736128192265011,13569.249129870128,3313071.0,Medium
RouteID_9812e43a-dfe0-4ac1-be34-b30627354335,181,252,16558.199999999997,42.38802914364641,-88.08562828729282,1.2849413703546846,11883.717880952381,4247527.0,High
RouteID_b2d43f60-0823-4c01-816d-94f1cd36fc77,112,188,17132.9,42.32572654464286,-71.08291305357143,0.6949805783863211,13160.890962765958,4247527.0,Medium
RouteID_9d2f6607-a587-4c79-80ce-a533e442c17d,126,231,18335.699999999993,47.69100278571428,-122.29959253174603,0.5587091998314361,10096.74609090909,4247527.0,High
RouteID_2b242e5d-aedf-400e-8cf8-f9ac000c1f29,157,204,17126.599999999995,41.62973216560509,-87.59152596178343,1.9410985504442444,10621.739588235296,3313071.0,High
RouteID_5610df96-59bd-46b3-9fc4-36867e804a0f,203,273,14706.700000000004,42.024910039408866,-88.15811284729064,1.2276464015474369,8061.642326007326,4247527.0,Medium
RouteID_4d57edec-1cea-482c-9e00-1748e3e08b21,107,183,14046.999999999998,34.125940467289716,-118.35551535514017,0.8420762415171957,11451.56886338798,3313071.0,Medium
RouteID_16de3bf9-7afc-4e9c-ba57-8c7ecf6e1ec1,171,250,13530.099999999991,41.975402011695905,-88.10628539766081,1.0619595286074692,10517.465171999998,4247527.0,Medium
RouteID_757e80bd-c653-4158-bd6e-599629ad59dd,135,189,15500.900000000001,33.90486771851852,-117.93103082222221,1.2914788222003697,10434.750613756612,3313071.0,Medium
RouteID_07563131-f0bb-4982-b1cf-4dc9a7b1876f,133,234,15766.39999999999,33.44738493984962,-117.61204160150376,1.383954702521313,8004.976816239315,3313071.0,Medium
RouteID_ca7e60cc-519e-48d5-88a6-ba866cb20f77,187,292,15968.199999999997,42.17745439572192,-87.8748893315508,2.064223833430116,11538.19566438356,4247527.0,Medium
RouteID_beaac1f8-8551-401b-b3f6-4f6eaf925f82,157,237,14011.60000000001,34.01197212738854,-117.74641461146497,0.9246499930915003,10986.373983122363,3313071.0,Medium
RouteID_4f186b3d-6198-48d9-aa87-ec638aae2ac2,159,257,20195.99999999999,41.86551390566038,-87.80607432704403,0.679478639693214,12851.438910505838,3313071.0,Medium
RouteID_ca800645-34ae-4e19-9a5b-99c02ebcb2ab,180,283,17129.8,41.970203977777786,-87.75033348888888,0.9277474281321642,11434.97986925795,3313071.0,High
RouteID_4b87f7c6-6f56-48d7-9dd8-916e6213fd7b,84,205,15462.699999999992,34.16797127380952,-118.4599910357143,0.4671716878657729,12352.316696585369,3313071.0,Medium
RouteID_0229f7ce-11fd-48ec-83a9-892fcebd924e,177,266,17546.099999999984,34.11354110734464,-117.79989793785312,1.01665217274167,11541.863172932332,3313071.0,High
RouteID_195c1c1b-dd95-4792-a061-d001edeafdf4,174,240,15431.5,42.09315262068966,-70.957572454023,1.8545219537190756,11221.362754166666,3313071.0,Medium
RouteID_f31634d2-1ac1-4d83-b391-468b30026ad3,178,288,12906.000000000005,34.21798509550562,-118.82777566292134,1.0891105944734185,11390.272583333332,3313071.0,Medium
RouteID_d86192cc-bed0-4be9-8e09-fe3d9cffeaf3,180,277,16153.200000000004,42.33903772777778,-87.99418418333333,1.6512480092456725,12605.368400722022,4247527.0,High
RouteID_14f61971-f685-40ae-8c0d-89ac82959d09,142,221,17355.90000000001,34.10930807746478,-117.79534686619716,0.760524950299669,9351.23230316742,3313071.0,Medium
RouteID_4eaa27f5-8816-4888-a7db-addf9f5d3ee0,105,215,20359.40000000001,33.415688123809524,-117.60914470476192,0.5614092253699294,10221.238041860468,3313071.0,High
RouteID_183ef02c-8b0b-4f43-82f2-3edf8d2a4fad,179,252,9777.200000000003,41.88329181564246,-87.89762242458102,1.610023312786781,10027.513353174603,3313071.0,Medium
RouteID_0a426a82-2c44-4a74-845d-3311c935f4c5,166,253,14465.900000000001,33.884113204819286,-117.84065213855422,0.8632528801307177,9714.285632411067,3313071.0,Medium
RouteID_72ed01c7-3b92-4a47-90a8-12ce451e6431,144,206,18031.499999999996,34.198564131944444,-117.35532615277778,1.1031136752015613,11484.370970873786,3313071.0,Medium
RouteID_195225a7-822c-4304-9493-b24700e33c9c,195,268,13535.5,42.36716614871794,-87.98953355384617,1.2956827615548236,10910.158645522388,4247527.0,Medium
RouteID_b1546d45-1a18-478f-8900-e884cd665dc0,153,212,16009.000000000005,47.1191638496732,-122.3290530457516,1.0567809931538477,10615.597377358492,4247527.0,Medium
RouteID_524ccce1-3fa2-4691-a928-c621ac00553d,158,266,18192.200000000004,41.993044620253166,-87.75021998101266,0.9369397881305492,11375.638101503759,3313071.0,Medium
RouteID_60562b8b-adbb-484b-bda8-e3c701c8d760,108,242,18139.59999999998,42.364575824074066,-71.18296594444445,0.5896378150304615,10958.327152892562,4247527.0,High
RouteID_e5473e30-ba2a-45da-a91c-2d18f1f620c7,179,267,15618.19999999999,34.07353227374302,-117.16417294972067,0.892000671651106,9225.13570411985,3313071.0,Low
RouteID_a8076ce6-e287-46a0-8676-7819f8ffd5e9,107,252,17697.299999999974,42.239425093457946,-71.02267929906542,0.6951143631317752,12539.074821428572,4247527.0,Medium
RouteID_49c71725-58f8-4365-8b74-6c5fce67ecef,199,246,14794.8,42.30525479396985,-71.70633932663316,1.6291428290148473,13287.423768292681,3313071.0,Low
RouteID_2f1b6df3-4dc3-47ff-be00-22256aada956,190,252,15942.899999999994,33.85524433157895,-117.57395866842104,1.007216679856891,8866.41534047619,3313071.0,Medium
RouteID_f867f440-d32e-4360-9147-b7d8781b9ecd,118,223,12757.50000000001,33.64892047457627,-117.66550658474576,0.9306032219932543,10382.650363228697,3313071.0,Medium
RouteID_c541777b-7f86-421d-8c34-94040d35c78e,185,259,18477.299999999992,41.77266961081081,-88.10175813513513,1.0348535401899777,11758.330791505792,3313071.0,Medium
RouteID_c734ad9c-ca70-48d1-b2cd-e3f3defb532b,153,252,16171.699999999995,33.77534682352941,-117.84040600653594,0.8106357635827319,10428.36569047619,3313071.0,High
RouteID_a439a3a9-e17c-4485-baae-f26cb9ac7d60,141,282,21723.200000000004,33.70050572340426,-117.72284781560283,0.5739070346877726,11502.727865248227,4247527.0,High
RouteID_5417d9e8-2639-45ac-a4d9-7368f8a6afb2,171,222,13272.099999999997,33.843628707602335,-117.54549109356726,1.055342723641982,10255.00563063063,3313071.0,Medium
RouteID_a44c08be-1a04-4b84-89c0-4d4f85aafa70,81,212,17066.19999999998,34.06886325925926,-118.25034449382717,0.4029295523867245,10013.762797169811,3313071.0,High
RouteID_8de6b935-071c-44c2-8b74-da0615b97e13,164,227,14851.900000000003,33.89245657926829,-118.00356148170732,0.7324765997437258,10921.924563876653,3313071.0,High
RouteID_41aaf468-e168-48ce-ac13-fa5195745f5a,146,242,16917.400000000005,33.754017054794524,-118.00708802739724,1.2135372262540565,8914.423636363637,3313071.0,High
RouteID_221006e8-0192-41a8-bbc2-8cd5e93cb414,145,268,15962.799999999996,33.654696655172415,-117.68678637241379,0.7359381860440296,11389.732764925373,4247527.0,High
RouteID_2373a90f-1bb6-495f-a6d9-4703d25eabb0,152,230,16671.400000000005,33.77493584210526,-117.84052858552633,0.8159100108991116,10346.312208695652,3313071.0,High
RouteID_e2270532-cf43-45c6-a3af-78abd5cdbcc2,64,195,19480.700000000015,34.15919021875,-118.37343815625,0.3466995881451542,8630.478584615385,3313071.0,Medium
RouteID_95be27e7-3741-48c8-9423-909e6454fcfc,154,262,17511.000000000007,42.067699090909095,-87.80393033766235,0.8584869792283174,12468.85553816794,4247527.0,Medium
RouteID_7afd9ce7-99ab-413d-be62-17e3a7ed72ec,150,199,9628.7,41.76139183333334,-71.29709225333333,2.779235296461223,13725.101854271355,4247527.0,Medium
RouteID_93462323-f8c8-40ab-92b5-6deb07ddbc35,81,158,19930.499999999985,34.04894795061728,-118.28616924691357,0.4586453115730413,10155.071126582277,3313071.0,High
RouteID_8fe7b449-cada-4dfb-9f43-d0ec77b00d40,95,253,19132.299999999992,41.932671136842096,-87.69308998947366,0.6399264905367876,12056.526083003953,4247527.0,High
RouteID_a2b75eb1-982e-4b2a-af4f-5a76934ac372,175,229,14550.199999999999,47.49027214285715,-122.32520101714285,1.1446481603986958,11708.40545414847,3313071.0,Medium
RouteID_fa01bfe7-58df-4452-af60-297788a6df98,122,241,14300.899999999978,42.31862790163934,-71.15627922131146,1.2209868785427738,13545.153178423237,4247527.0,High
RouteID_1364e8b4-de89-475b-9e38-3486ca12934e,139,255,20518.49999999999,34.04048369064749,-118.33903047482015,0.6077350539279692,10335.78877254902,3313071.0,High
RouteID_e6f02459-424d-40e3-927e-b1aceb1a96a7,139,207,14633.800000000003,47.254039035971225,-122.49075933093525,0.668793851532698,12537.424782608696,4247527.0,High
RouteID_dffe2aea-0e18-4d75-ad7a-a3fea6ba9d1c,156,277,16452.300000000003,42.3774758525641,-71.19547006410257,0.770283056046155,10584.006220216608,4247527.0,High
RouteID_ddcf974e-c0d8-425f-9a84-901ca515e82b,139,239,18435.100000000013,47.88598276258993,-122.21189358992805,0.8405254511448883,10032.119510460252,3313071.0,High
RouteID_23f737be-6f72-41f1-9045-a0ab0e93e641,125,206,18362.0,47.246903247999995,-122.455630872,0.8051439786605948,12490.38003398058,4247527.0,High
RouteID_1597a128-4d9f-4a1f-8d3a-1fe4b8f0e13b,160,219,14192.999999999998,33.84357253124999,-117.5485821625,0.850834474466667,14386.771584474885,3313071.0,High
RouteID_8c004630-9e70-4f13-a33e-011ed1d6f47b,166,241,16699.79999999999,34.230155975903614,-118.428733626506,0.8297135341377723,10002.504883817428,3313071.0,Medium
RouteID_f9a28af1-f548-453c-88bb-c4aaf7d937dc,162,220,11900.300000000007,42.49605186419753,-71.47816166666667,2.17846212455395,12413.643254545454,4247527.0,Medium
RouteID_75cc212f-60f2-44fe-8822-7552ab5702fe,122,244,18324.7,33.62371997540984,-117.91945940983607,0.554649341363634,10654.01487704918,3313071.0,Medium
RouteID_27a13394-ad93-421b-847b-1f876bb72551,147,268,17111.699999999993,42.0567160340136,-88.10063869387756,0.8962718106077779,10703.397152985075,4247527.0,High
RouteID_565093b1-570d-4a0f-a854-456cb01f3b8a,154,214,15392.2,47.225020441558435,-122.41317957142857,0.9100385115507557,10511.375892523365,4247527.0,Medium
RouteID_421683f0-5e20-4679-81c8-5774b83d603c,126,184,10468.199999999993,47.328362047619045,-122.01959629365078,2.4320969187348487,12385.88711956522,3313071.0,High
RouteID_41a343e3-80fa-4073-aca6-eee03beaa4bf,91,181,12224.99999999999,34.098353043956045,-118.38350881318681,0.6998769153976534,14704.673392265191,4247527.0,Medium
RouteID_b8f8d953-3963-4b7d-8580-d90c1deb5258,106,180,15901.600000000006,33.882393037735845,-117.87261688679246,0.7855051617298425,9102.318888888889,3313071.0,High
RouteID_9c450e1b-9f1e-4d2c-8839-d331725f4228,126,231,18989.299999999977,33.78945376190477,-118.15269388095237,0.5602158909899311,8573.038601731601,3313071.0,Medium
RouteID_314d5f77-ac29-439b-b860-3b1b2614ff4e,161,248,16141.899999999998,33.85255436645963,-117.77594106211178,1.0211312036247677,10206.235512096773,3313071.0,Medium
RouteID_3f48ffcb-e583-4b0f-8015-5bdde2bbd142,203,263,11755.6,41.72911593103448,-88.24827784729064,1.0830673480815636,10433.935980988592,3313071.0,Medium
RouteID_a0fb46a7-2f22-452e-8fb1-9fda74903451,187,272,19017.399999999994,42.00366423529412,-87.87665790909091,2.711407114945567,11184.101183823528,3313071.0,Medium
RouteID_56a5bf95-18a9-48ef-a083-4a478af2e4ae,156,225,14448.3,47.11769690384615,-122.3241866923077,0.8437123632452563,10204.598595555557,4247527.0,Medium
RouteID_1b1bc75f-7da5-41a4-bb8d-1b9986545455,125,262,18983.399999999994,47.690718976,-122.32098260800001,0.6168320977609902,11758.129358778626,4247527.0,High
RouteID_9a52687f-8638-478f-bfa3-aeabbb488093,146,210,16926.300000000007,33.891404534246576,-117.52982099999998,0.7724819831242289,12178.212000000003,3313071.0,Medium
RouteID_bcfd0b23-9ed6-44f7-a91b-3aafd01f1eb8,160,248,14251.199999999999,33.880102925,-117.80389933749998,1.024675827148585,10187.345891129033,3313071.0,Medium
RouteID_23c8d774-db49-4261-822c-544ade30587d,158,209,11280.300000000005,47.298073025316455,-122.28954011392406,2.0831503005812446,10472.360306220096,4247527.0,High
RouteID_11cea4f0-f65f-4061-ae0a-a52607956603,202,295,15777.299999999996,34.04176707425742,-117.4806365148515,1.3626859431616514,9294.251884745763,3313071.0,High
RouteID_df8170fa-2d78-4edd-ba06-d49e6bee4622,120,244,19261.300000000007,47.63058110833333,-122.30713210833333,0.5702122685589212,13356.761352459016,3313071.0,High
RouteID_ba83619f-debd-4d47-b643-ca8233edaa5e,61,212,17733.799999999992,42.33348163934426,-71.10318616393445,0.5668915542898204,12178.819070754718,4247527.0,Medium
RouteID_04b498c7-f124-4da5-bbb1-ef7a25950572,120,217,13339.600000000004,47.681472275000004,-122.27236160833334,0.6352160331551038,10088.730728110599,4247527.0,High
RouteID_21c6b91e-4f21-4418-bacf-31d4c2123a61,199,260,14076.499999999996,47.855049628140705,-122.20483362814072,1.1980615198230324,10768.524934615385,3313071.0,Medium
RouteID_51c446dd-1dba-422c-b79c-222077f8c84a,122,196,15679.799999999997,47.58727297540983,-122.29551259016392,0.7609067169466118,11965.08168877551,4247527.0,High
RouteID_394f406c-0114-41b2-92c4-43dcdc95f42a,178,256,14048.199999999999,33.9232927752809,-117.528569,2.238534000176715,11194.859738281251,3313071.0,Medium
RouteID_8d89c2dc-ccb5-4929-8611-e2dfa5915cd7,164,227,17396.600000000006,33.86835774390244,-117.57690960365852,0.9205418554870679,10382.25355506608,3313071.0,High
RouteID_a8117fc4-6efd-451c-9370-18acff758846,118,209,18025.299999999992,33.42741645762712,-117.61165422881356,0.7012942848137206,9841.35094736842,3313071.0,Medium
RouteID_a66b4559-ac69-44c2-a780-7224193ba84c,156,206,12570.800000000003,42.39852755128206,-71.34715772435898,1.731409470247438,11121.508325242718,4247527.0,Medium
RouteID_49961695-52b0-4efd-b85c-690a056f7de6,93,221,22598.399999999994,42.31935216129033,-71.09777106451614,0.6531484721816709,11622.20469683258,4247527.0,Medium
RouteID_8b782607-313e-47c6-aa46-de0a02b74cd3,114,213,20939.89999999998,47.61127019298245,-122.29302645614034,0.5075960914183396,11980.663863849764,3313071.0,High
RouteID_14ecef4d-a551-4d0b-8af6-8c9a6bad7792,143,232,15543.100000000002,33.81649404195804,-118.30631065734264,0.9672024105108601,10983.953551724138,3313071.0,Medium
RouteID_38cbf69d-2724-495e-b861-ea8b2a1ac70f,162,262,16370.000000000007,42.36479098148148,-87.92006060493829,1.9099317311002988,11114.035404580154,4247527.0,Medium
RouteID_84131e57-3be1-44cf-970b-070bb011072f,189,296,10421.000000000011,42.088463656084656,-88.04720114814815,1.3201465721454337,11374.938141891891,4247527.0,Medium
RouteID_0091a35c-85fa-4b5e-90cf-4778f441753e,144,244,14843.600000000006,34.05071776388889,-117.27345337499999,1.1057106391590237,10032.948233606558,3313071.0,Medium
RouteID_8885adc1-4291-42c1-bc0b-2ccc2b28b6d6,131,236,17191.699999999997,30.243095389312977,-97.74716796183206,0.7496123579450014,12809.92249576271,4247527.0,Medium
RouteID_5b7266a6-79f7-400c-b64b-111ce858665e,97,256,18745.499999999975,41.93922277319587,-87.6840637628866,0.3401336899469658,12011.0767421875,3313071.0,High
RouteID_9e4e8ad4-aaa2-49f2-9637-08860a81c0a5,192,279,12385.899999999994,47.28782636458334,-122.384394375,1.0817261292921858,9720.758960573476,4247527.0,Medium
RouteID_6250ba47-dd0f-4247-a507-df15bdf41fba,173,242,15055.099999999995,33.955165959537574,-118.3226545317919,1.1270645147017024,8445.03384710744,3313071.0,High
RouteID_930f8586-2d55-48ca-bb8c-9dbe2109c4a7,155,215,17599.800000000003,33.85461483870968,-117.9607316516129,0.9697643194537124,12471.885325581394,3313071.0,High
RouteID_ef4b5974-a33e-4de7-9e96-424471ab5b99,162,207,13253.099999999995,42.43373198765432,-71.45844044444445,0.924676677240618,13195.169033816426,4247527.0,Medium
RouteID_fa6d6dd9-0420-469b-ac02-def09b10e854,191,273,20935.600000000006,41.82985582722513,-88.13277971204187,2.135627093398147,9179.582571428573,3313071.0,High
RouteID_bf773baa-ccea-4eff-bce7-53e9a47cd865,199,289,16938.20000000001,42.01644573869348,-87.87557530150752,1.3873983652228705,10421.644626297579,3313071.0,Medium
RouteID_e2c29205-89d3-491b-aa50-53b046d13d46,192,251,14188.399999999994,42.077680880208334,-70.99902618750001,1.563218467437985,11629.980179282868,4247527.0,Medium
